Protein_ID,Tm
Q91XC9_Pex16,48.723
D3Z7E6_Pafah1b3,48.724
Q8CIV8_Tbce,48.725
Q9QZ06_Tollip,48.726
P02549_SPTA1,48.728
Q47146_fadE,48.73
Q6P2Q9_PRPF8,48.735
E0CZ61_Umad1,48.735
Q545W2_Polr1d,48.736
Q9DC37_Mfsd1,48.738
P52432_Polr1c,48.739
Q9JKY0_Rqcd1,48.74
H7BX83_Ggnbp2,48.74
P0A6S7_gpsA,48.741
P63154_Crnkl1,48.741
P32780_GTF2H1,48.742
Q99KI0_Aco2,48.742
A0A087WP63_Gm42715,48.744
Q3TTF2_Ubxn8,48.745
D3Z780_Eif2b4,48.748
Q497E9_Rps8,48.749
Z4YJZ7_Ehmt1,48.749
B9EJ54_Nup205,48.749
Q3URQ0_Tex10,48.751
Q3U1J9_Emilin2,48.754
Q9NS87-2_KIF15,48.754
Q61699_Hsph1,48.757
Q969Y2-3_GTPBP3,48.758
Q9DAM7_Tmem263,48.76
E9Q4R1_Fam102b,48.761
G3X8Y3_Naa15,48.762
Q8BGF6_Elmod2,48.763
Q3UJC3_Nmt1,48.764
Q3TPA7_Rab20,48.766
Q9R0Y5_Ak1,48.766
D3YWR2_Blnk,48.767
Q80SW1_Ahcyl1,48.767
Q8BHT6_B3glct,48.767
Q9Y5X1_SNX9,48.768
Q96JM7-2_L3MBTL3,48.768
A2ARQ2_Serf2,48.77
Q8BZQ7_Anapc2,48.77
O89103_Cd93,48.772
Q99N11_Dusp22,48.774
P0A9Q5_accD,48.774
Q6NXI6_Rprd2,48.774
Q6RI45-5_BRWD3,48.776
P10809_HSPD1,48.778
Q4VAA9_Metap1,48.78
Q921D0_Anxa8,48.781
P37624_rbbA,48.781
Q61151_Ppp2r5e,48.782
Q3U7G2_Adam8,48.782
Q3UNN4_Smarcc1,48.785
P45377_Akr1b8,48.786
A2AC19_Suv39h1,48.788
O14657_TOR1B,48.788
B2RT77_Twistnb,48.789
D3Z7R9_Ccpg1,48.789
Q8BP27_Sfr1,48.789
O15344_MID1,48.79
P06149_dld,48.793
A0A0R4J1F8_Wdhd1,48.793
Q8BNY6_Ncs1,48.794
Q9D832_Dnajb4,48.795
Q6PCM1_Kdm3a,48.797
Q3ULB1_Tes,48.797
P46940_IQGAP1,48.798
Q99NF3_Cep41,48.799
Q8C9S4_Ccdc186,48.799
Q3U741_Ddx17,48.802
Q8BW49_Ttc12,48.804
Q5RKZ7_Mocs1,48.805
Q13686_ALKBH1,48.807
Q8C788_Snx18,48.809
Q9D2Y5_Snx20,48.809
P16383_GCFC2,48.809
Q99519_NEU1,48.81
Q8VBT9_Aspscr1,48.811
P48730_CSNK1D,48.812
P0ACU2_rutR,48.812
Q541Z5_Ube2e1,48.816
Q8C0D7_Ing4,48.817
P05213_Tuba1b,48.817
Q9Y450_HBS1L,48.818
Q78ZC4_Nat2,48.818
I3L3I8_METTL22,48.819
O08691_Arg2,48.819
B2RS91_Rrn3,48.82
Q68CQ4_DIEXF,48.82
Q13895_BYSL,48.82
Q9H0F7_ARL6,48.822
P22907_Hmbs,48.823
Q8N3P4-3_VPS8,48.824
P43378_PTPN9,48.825
Q99N57_Raf1,48.826
Q04447_Ckb,48.826
Q8NB46_ANKRD52,48.827
A0A0J9YTR2_0610012G03Rik,48.828
Q8C0D5_Efl1,48.828
Q8JZM7_Cdc73,48.829
Q96P16_RPRD1A,48.829
Q62018_Ctr9,48.829
Q9WTX8_Mad1l1,48.831
Q08AE8-2_SPIRE1,48.832
I3RSH5_Wwp2,48.833
P68372_Tubb4b,48.834
A0A0R4J260_Otud4,48.836
Q9HBI1_PARVB,48.836
Q9H2W6_MRPL46,48.839
Q00978_IRF9,48.839
P0A8R7_ycjF,48.839
Q3ULU3_Bcat2,48.841
P0ABC3_hflC,48.841
D3Z108_Tmub1,48.844
Q5JUR7_TEX30,48.847
Q7TSI3_Ppp6r1,48.847
Q9WV30_Nfat5,48.847
Q8BXJ9_Tmem62,48.848
Q99P31_Hspbp1,48.848
A0A0A6YWG7_Rapgef2,48.848
Q9NPQ8_RIC8A,48.849
Q8BVL3_Snx17,48.85
Q9WVM1_Racgap1,48.851
Q9NQT5_EXOSC3,48.853
E9Q3M0_Smad2,48.854
Q9JHP7_Kdelc1,48.855
B1AQF4_Dusp3,48.856
Q9CZP7_Cdc37l1,48.856
Q9JM90_Stap1,48.858
Q8BVG4_Dpp9,48.861
Q9CXG3_Ppil4,48.863
Q3U1L9_Cxcl2,48.865
E9Q7T4_Snx13,48.866
Q9Y6M1-1_IGF2BP2,48.866
O15294_OGT,48.868
Q07417_Acads,48.869
Q8CII3_Kdsr,48.872
Q61164_Ctcf,48.872
Q99P69_Nuf2,48.872
A0A0R4J0G4_Ranbp10,48.873
P18335_argD,48.873
P13995_MTHFD2,48.874
P0AFG8_aceE,48.875
P49916_LIG3,48.875
Q5SXA5_Tom1l2,48.877
P50544_Acadvl,48.878
A0A0R4J1I5_Foxp4,48.878
Q9D2V5_Aar2,48.879
Q2TAY7_SMU1,48.882
K3W4P2_Ints1,48.883
Q5VXM9_RPF2,48.884
B2RV71_Card19,48.885
Q15102_PAFAH1B3,48.886
Q3UID0_Smarcc2,48.886
Q9H269_VPS16,48.887
Q8CAA7_Pgm2l1,48.887
Q9ES00_Ube4b,48.888
E9Q265_Sumf1,48.888
P70698_Ctps1,48.888
Q564E8_Rpl4,48.889
Q9CX25_9430038I01Rik,48.889
Q8C754_Vps52,48.89
Q544C3_Stard3,48.892
Q8CDN6_Txnl1,48.892
Q3TXX3_Zfyve27,48.893
Q04828_AKR1C1,48.893
Q9UJ68-2_MSRA,48.893
A0A0G2JFQ4_Nbeal2,48.895
Q10713_PMPCA,48.895
Q8R0K9_E2f4,48.896
B4DSS5_KIAA0513,48.898
Q545K0_Ndufa1,48.9
Q5SVT1_Trim16,48.9
Q3TQC7_Entpd5,48.901
O95397_PLEKHA8P1,48.901
Q3UPA9_Il2rg,48.903
P77499_sufC,48.903
Q9QZC7_Plekhb2,48.904
A2ADE0_Plekhm2,48.905
Q64511_Top2b,48.908
Q4FJZ2_Kpna6,48.909
Q8BHY2_Noc4l,48.91
P61082_Ube2m,48.91
Q9UBT7-3_CTNNAL1,48.912
P0AFJ5_phoB,48.913
P0A9D2_gstA,48.914
Q8BYH3_Trmt13,48.914
P60866_RPS20,48.914
Q08AM6_VAC14,48.915
Q9NUU7_DDX19A,48.915
P49914_MTHFS,48.916
P0ABJ9_cydA,48.916
D3Z591_Fyttd1,48.916
Q8BKE6_Cyp20a1,48.917
Q9DCY1_Ppib,48.917
P61247_RPS3A,48.922
P00860_Odc1,48.924
Q4FZH2_Rpl26,48.924
Q92879-2_CELF1,48.924
Q86Y79_PTRH1,48.925
Q9CQM9_Glrx3,48.926
Q91ZZ2_Rapgef1,48.927
Q99767-2_APBA2,48.927
Q9JJ94_Ssna1,48.927
O00178_GTPBP1,48.927
Q8IW41-2_MAPKAPK5,48.927
Q811J3_Ireb2,48.927
Q80VD1_Fam98b,48.929
Q15543_TAF13,48.931
Q9ER72_Cars,48.931
A0A0U1RNK7_Dock7,48.932
Q9Y4K4_MAP4K5,48.932
Q3UIG0_Eif3e,48.935
Q96DH6-2_MSI2,48.936
Q3UL31_Zc3h11a,48.936
Q05144_Rac2,48.938
Q8BGQ1_Vipas39,48.938
Q3UVL4_Vps51,48.94
Q8IWR0_ZC3H7A,48.94
Q9Y697-2_NFS1,48.94
Q9UNM6_PSMD13,48.941
Q3TGW2_Eepd1,48.941
F6ZBR8_Wiz,48.942
P12281_moeA,48.943
Q5Y5T1_Zdhhc20,48.948
Q9BRZ2_TRIM56,48.95
Q3U308_Ctu2,48.95
Q5VIR6-4_VPS53,48.951
P49327_FASN,48.952
Q3U1C4_Secisbp2,48.952
Q9D706_Rpap3,48.952
Q3UT95_Ube2d2a,48.952
P37440_ucpA,48.953
Q9QXV3_Ing1,48.953
O14733_MAP2K7,48.953
Q6ZQ89_March6,48.953
E9Q360_Ints10,48.954
Q9D0L1_Zbed3,48.954
P0A988_dnaN,48.954
Q32P41_TRMT5,48.957
P59708_Sf3b6,48.957
Q7L2H7_EIF3M,48.958
Q3TMX0_Sdcbp,48.958
F8VPD4_CAD,48.959
Q8K2C9_Hacd3,48.961
O60701_UGDH,48.962
Q9WTU0_Phf2,48.964
Q8IUH3-2_RBM45,48.967
P32019-2_INPP5B,48.967
P43356_MAGEA2,48.968
G5E8Q0_Lyst,48.969
O15524_SOCS1,48.969
P16095_sdaA,48.97
E9Q1W0_Camk2d,48.972
H7BXB9_1700037H04Rik,48.972
E9PER6_PDPK1,48.972
Q99570_PIK3R4,48.974
Q9CYI4_Luc7l,48.974
P76440_preT,48.975
Q8N3C0_ASCC3,48.976
Q99KW3_Triobp,48.976
Q9NX46_ADPRHL2,48.976
Q9D842_Aplf,48.978
P27247_plsX,48.979
Q8BSZ2_Ap3s2,48.98
Q7TQK4_Exosc3,48.98
Q8BTI7_Ankrd52,48.982
Q99J10_Ctu1,48.982
O00186_STXBP3,48.982
Q9CY16_Mrps28,48.982
Q15208_STK38,48.985
Q5BKQ9_Psmd11,48.985
Q9ERU9_Ranbp2,48.985
Q80VA0_Galnt7,48.985
Q8R3J4_Mterf3,48.986
P58929_Gmeb2,48.986
P00926_dsdA,48.986
Q99JX1_Taf11,48.987
Q6QD59_Bnip1,48.994
Q7L5D6_GET4,48.994
Q9NR09_BIRC6,48.994
P52824_DGKQ,48.994
Q13217_DNAJC3,48.995
P51692_STAT5B,48.996
Q4FK29_Clec4e,48.997
Q3UK94_Ubl4,48.997
Q8BFY6_Pef1,48.997
Q8K3H0_Appl1,48.997
D3YWK1_Wipi2,48.997
Q3TKV1_Psmd2,49
Q69Z38_Peak1,49.002
Q8NG68_TTL,49.002
O09053_Wrn,49.003
Q8BG81_Poldip3,49.003
Q9NSD9_FARSB,49.003
O00522-3_KRIT1,49.007
H3BPB8_MPI,49.007
Q8K339_Kin,49.007
A0A0G2JFN1_Rprd2,49.008
Q8BW00_Ptrh1,49.01
H3BSZ4_MLST8,49.011
P78549_NTHL1,49.014
Q61578_Fdxr,49.015
Q8IYU2_HACE1,49.017
Q15269_PWP2,49.017
Q8QZS3_Flcn,49.018
B4DL14_ATP5C1,49.02
A2AQV2_Chst14,49.02
Q9Y4U1_MMACHC,49.021
Q544J7_Irf8,49.022
Q9H7D7-2_WDR26,49.025
Q00325-2_SLC25A3,49.025
Q9P0N9-3_TBC1D7,49.026
O60333-2_KIF1B,49.03
Q9BZ29-3_DOCK9,49.03
Q3U3A7_Mta3,49.031
O08579_Emd,49.031
Q9Z2X8_Keap1,49.032
B2RT41_Zfc3h1,49.032
Q8BVU5_Nudt9,49.034
Q564F3_Rps3a1,49.034
P77307_fetB,49.034
G3UVU2_Sf3a2,49.035
Q9H7Z7_PTGES2,49.037
Q8BYR2_Lats1,49.038
Q8VDM6_Hnrnpul1,49.038
P05791_ilvD,49.04
A2A9K3_Cep85,49.04
Q9NX07_TRNAU1AP,49.041
Q7TNY3_Rcan1,49.041
Q6P5D4_Cep135,49.042
Q497N1_Rps26,49.044
Q921C5_Bicd2,49.044
Q9DBY1_Syvn1,49.046
A2A7A7_H6pd,49.048
Q3TUB5_Nol10,49.048
Q6P6J9_Txndc15,49.048
P25665_metE,49.051
Q8R322_Gle1,49.051
G3X956_Supt16,49.051
Q86X02_CDR2L,49.053
E9PMJ2_FAM118B,49.053
O43422_PRKRIR,49.054
A6PWC3_Nrd1,49.056
Q8CBE3_Wdr37,49.057
Q3U034_Mettl4,49.057
Q9NZW5_MPP6,49.058
P39019_RPS19,49.058
Q9Y5B0_CTDP1,49.058
Q8BN57_,49.059
Q9UKB5_AJAP1,49.059
Q9DBB4_Naa16,49.059
G3X9U9_Fis1,49.061
Q9EPL0_Xylt2,49.061
Q9NW08-2_POLR3B,49.061
Q8NEC7_GSTCD,49.062
Q91WG2_Rabep2,49.063
Q3T9X3_Dnm2,49.063
D6RD47_RPS23,49.064
Q9JK38_Gnpnat1,49.064
P28658_Atxn10,49.067
Q91UZ1_Plcb4,49.069
P51857-2_AKR1D1,49.07
Q9NSK0_KLC4,49.07
Q9BST9-3_RTKN,49.071
Q8JZS9_Mrpl48,49.071
Q5VT25-4_CDC42BPA,49.072
P63229_gmhB,49.072
Q6PAL0_Bend3,49.073
Q6ZMZ3-3_SYNE3,49.074
Q8BMS7_Atp2c1,49.075
Q6ZWQ5_Snx12,49.077
B1AUY7_Naa10,49.077
Q80WQ8_Mis18bp1,49.079
Q5SFM8_Rbm27,49.079
E5RJ68_AP3B1,49.079
Q3UMM1_Tubb6,49.079
Q7Z7F7_MRPL55,49.083
Q8C3I8_Hgh1,49.086
E9PUW7_Xpo7,49.088
E9PUM4_Tln2,49.088
Q80UK8_Ints2,49.09
Q549E3_Lilr4b,49.092
Q3USJ8_Fchsd2,49.092
Q9WVL1_Ap4s1,49.092
Q99615_DNAJC7,49.095
F6X4N5_Stx16,49.095
Q8NE01-2_CNNM3,49.096
Q9D1N9_Mrpl21,49.097
Q8TD30_GPT2,49.097
Q9GZS1-2_POLR1E,49.097
Q8BYM8_Cars2,49.097
E9PY90_Ctage5,49.099
P0AFR4_yciO,49.099
P70665_Siae,49.099
Q59J78_Ndufaf2,49.099
Q8K2F0_Brd3,49.1
O88574_Sap30,49.101
P20839-2_IMPDH1,49.103
Q8VC30_Tkfc,49.104
B1AK13_HMGCL,49.105
O35375_Nrp2,49.105
Q8C0N2_Gpat3,49.105
A0A0U1RPL0_Atxn2l,49.106
Q9NVC6_MED17,49.108
P28161-2_GSTM2,49.109
P28905_holC,49.11
Q3TFD2_Lpcat1,49.11
Q3U573_Stt3a,49.111
Q6NXK9_Man1c1,49.112
P27238_yfeD,49.114
Q9QXD8_Limd1,49.114
Q8K330_Ssh3,49.114
Q9CZ30_Ola1,49.115
B9EJ80_Pdzd8,49.115
Q31093_H2-M3,49.115
P16546_Sptan1,49.116
Q7TT21_Tsc2,49.116
Q61730_Il1rap,49.116
Q564P6_Cdkn1a,49.118
J3QQJ5_TRAPPC8,49.12
Q3TAA7_Stk11ip,49.12
A6X919_Dpy19l1,49.12
Q8K245_Uvrag,49.12
Q8VCH8_Ubxn4,49.121
Q8C7X8_Bri3,49.121
Q8BYC6_Taok3,49.122
Q12873_CHD3,49.122
Q9H4M9_EHD1,49.122
P55795_HNRNPH2,49.125
Q3TLQ4_Mrps6,49.126
Q9Z1Q2_Abhd16a,49.127
Q86W34_AMZ2,49.127
E9PX53_Ppp4r1,49.128
Q924H7_Wac,49.13
Q8TF42_UBASH3B,49.13
Q9JHK4_Rabggta,49.131
P26640_VARS,49.133
Q9D3U0_Pus10,49.134
Q9BR61_ACBD6,49.137
Q8WVM0_TFB1M,49.139
G3UZ39_Dxo,49.141
P70227_Itpr3,49.141
P77348_mppA,49.142
P08200_icd,49.142
Q920I9_Wdr7,49.143
Q4FJV4_Anxa1,49.143
A2AQZ5_Phyhd1,49.143
P21619_Lmnb2,49.145
Q3TC45_S100a10,49.147
Q8CHT3_Ints5,49.147
Q86X83_COMMD2,49.149
Q8K0C9_Gmds,49.15
P31041_Cd28,49.15
Q9BZQ8_FAM129A,49.15
Q9Y6K1_DNMT3A,49.15
A0A0R4J0G2_Mettl25,49.151
P16591_FER,49.153
Q9H1I8_ASCC2,49.153
B7ZKT6_SOS2,49.155
P68104_EEF1A1,49.157
P97807_Fh,49.157
Q9BPZ7-3_MAPKAP1,49.157
Q99LB6_Mat2b,49.158
Q9D1M4_Eef1e1,49.161
A0ELI5_Edc3,49.162
O88844_Idh1,49.163
P29594_Casp2,49.164
Q9Y5B8_NME7,49.165
P70206_Plxna1,49.166
Q8N7X4_MAGEB6,49.166
D3Z3N1_Ino80c,49.167
Q5H8C4_Vps13a,49.168
Q9H900_ZWILCH,49.168
A2AKI5_Itgav,49.168
E0CYA9_Pole4,49.169
Q3B7Z2_Osbp,49.169
Q5JVZ5_ELMO2,49.17
Q8N7R7-3_CCNYL1,49.17
F8VQC7_Ktn1,49.171
F8VQ28_Pxn,49.171
A2AG68_Atp7a,49.171
Q9UNF1_MAGED2,49.173
P0CE47_tufA,49.174
O76064_RNF8,49.175
Q9QZR0_Rnf25,49.175
Q9Y3R5-2_DOPEY2,49.177
Q86TP1_PRUNE,49.177
Q8BYK6_Ythdf3,49.177
P97478_Coq7,49.179
P0ADF8_ilvN,49.181
B2RPS1_Rab5b,49.185
Q6P5Z2_PKN3,49.186
F6ZQA3_Numa1,49.187
H7BWZ9_Dopey1,49.188
Q5F2E7_Nufip2,49.188
A2AH25_Arhgap1,49.191
P27601_Gna13,49.192
A2AFY7_Ttc17,49.194
Q5M9P5_Ndufs8,49.195
Q80U56_Avl9,49.197
Q6PB51_Ccdc117,49.198
Q9Y371_SH3GLB1,49.201
Q8WTS1_ABHD5,49.202
Q6ZQK5_Acap2,49.203
Q9NXW9_ALKBH4,49.204
Q4FK49_Ppa1,49.205
E0CZE0_Nae1,49.205
Q924S7_Spred2,49.206
F6SBR5_Cit,49.207
J3QM73_Tnfaip8,49.208
Q9GZT9_EGLN1,49.208
Q8VDG5_Ppcs,49.208
F7CVW0_Sbno1,49.211
Q8C1Y8_Ccz1,49.213
A0A0A6YY22_Cyb561d2,49.213
E9PU96_Urb1,49.214
B7Z2T3_TTC26,49.214
Q99LR1_Abhd12,49.218
P49643_PRIM2,49.218
Q15742_NAB2,49.218
Q46798_ygeR,49.22
E9Q6R4_Arid1b,49.221
Q6NXH2_Manea,49.221
Q9H9C1-2_VIPAS39,49.223
P41743_PRKCI,49.224
P16525_tus,49.225
P33218_yebE,49.228
K7EJ08_SEC14L1,49.228
Q96LA8_PRMT6,49.233
O54910_Nfkbie,49.233
P30147_hyi,49.233
A2AES3_Otud5,49.234
G3UWQ7_Prc1,49.234
Q93077_HIST1H2AC,49.235
Q8K305_Nsl1,49.235
Q99MB1_Tlr3,49.236
O15131_KPNA5,49.237
B7ZWE5_Bcl10,49.237
C9J0I9_ZC3HC1,49.238
O75586_MED6,49.239
Q9DCW4_Etfb,49.24
E5RI99_RPL30,49.24
H0Y4R1_IMPDH2,49.241
Q8TE76-3_MORC4,49.241
B1ANH0_GUK1,49.242
P19784_CSNK2A2,49.243
P05386_RPLP1,49.243
Q7Z2Z2_EFTUD1,49.243
Q545R9_Cks2,49.244
P61764_STXBP1,49.247
A0A0G2JET2_Camkk2,49.247
Q8TBX8_PIP4K2C,49.249
Q6P1L8_MRPL14,49.249
E9Q8R5_Trabd,49.252
A0AVT1_UBA6,49.253
O75648-2_TRMU,49.254
Q8VDP4_Ccar2,49.255
Q91W67_Ubl7,49.256
Q8IX18-3_DHX40,49.256
Q96P48_ARAP1,49.257
Q60715_P4ha1,49.258
Q13233_MAP3K1,49.258
P0A8K5_yaeP,49.259
Q8BGW1_Fto,49.259
Q80UY1_Carnmt1,49.26
Q78JW9_Ubfd1,49.26
Q9DBX1_Rgcc,49.261
P24186_folD,49.263
Q8R1R3_Stard7,49.263
P0AFH6_oppC,49.263
D3YWX2_Ylpm1,49.264
P25889_preA,49.264
P07023_tyrA,49.265
P09132_SRP19,49.265
Q9D031_Rsu1,49.265
S4R1L5_Birc6,49.265
O95239_KIF4A,49.268
A0A0R4J0S4_Llgl1,49.269
Q3UN47_Endog,49.269
Q17RN3_FAM98C,49.271
Q3U425_Pom121,49.272
Q6PIU9_,49.272
Q9NWB7_IFT57,49.272
Q8K4W8_Clcn3,49.273
Q9JK81_Myg1,49.273
Q96FV9_THOC1,49.276
Q9D0D5_Gtf2e1,49.278
Q8BIX3_Arl14ep,49.279
P06610_btuE,49.28
Q80YQ8_Rmnd5a,49.282
Q9WU81_Slc37a2,49.284
Q9D2U5_Naa38,49.285
A0A140LHR3_Spcs2,49.285
Q9D902_Gtf2e2,49.288
Q8C3P7_Mettl3,49.288
P60670_Nploc4,49.289
P27695_APEX1,49.291
Q6PI47-2_KCTD18,49.294
Q3TYD4_Arsg,49.294
P08648_ITGA5,49.295
Q8N122_RPTOR,49.297
F8VWA6_MON2,49.298
O88597_Becn1,49.3
Q8K370_Acad10,49.3
Q9NP77_SSU72,49.301
Q86XP1-2_DGKH,49.302
Q86Y37_CACUL1,49.302
Q9QY66_Znhit2,49.305
P39429_Traf2,49.305
Q6ZT12_UBR3,49.305
F5GY37_PHB2,49.306
O00429-4_DNM1L,49.309
Q8BJY1_Psmd5,49.309
Q9CR02_Tma16,49.31
Q91Z92_B3galt6,49.311
C9JXG8_RANBP1,49.312
A0A0A6YWB0_Mbnl1,49.314
P35236_PTPN7,49.315
B1B1D8_Mrpl2,49.315
Q8VED9_Lgalsl,49.315
Q5FW97_EG433182,49.322
P76297_flhE,49.322
Q9Y3C6_PPIL1,49.324
P97314_Csrp2,49.324
Q66GT5_Ptpmt1,49.325
Q9JJU8_Sh3bgrl,49.327
Q9NVP1_DDX18,49.327
P37690_envC,49.328
Q46845_yghU,49.329
Q8WVE0_N6AMT2,49.33
A2AQJ8_Ganc,49.331
Q8BUR4_Dock1,49.333
Q8VE11_Mtmr6,49.333
Q9H8W4_PLEKHF2,49.334
Q9H0J9_PARP12,49.335
Q9D0J4_Arl2,49.336
E9QAQ7_Arid1a,49.337
Q3UBG2_Pid1,49.337
Q6DTY7_Pfkfb4,49.338
A2RS58_Crkl,49.338
Q3UYC1_Mvd,49.339
Q3U3M9_Clec4n,49.339
P45985_MAP2K4,49.34
P23003_trmA,49.34
B1ASU9_Tlk2,49.343
P28306_mltG,49.344
Q6IQ26-2_DENND5A,49.345
O75182-2_SIN3B,49.347
P19174-2_PLCG1,49.348
Q8BWZ3_Naa25,49.349
A0A0G2JFC9_Sass6,49.351
Q8CI70_Lrrc20,49.352
Q96IY1_NSL1,49.353
Q8CIG3_Kdm1b,49.354
Q9JLZ6_Hic2,49.355
Q8N2I9-3_STK40,49.355
P50225_SULT1A1,49.357
Q5JR08_RHOC,49.357
Q3UU43_Chpf2,49.357
Q9H0A8_COMMD4,49.358
Q3U6G1_Blvrb,49.358
Q9QYI4_Dnajb12,49.359
P84022_SMAD3,49.362
Q9QZD9_Eif3i,49.363
Q78P92_Frg1,49.365
Q9HBM6_TAF9B,49.368
P33215_Nedd1,49.369
Q8TF05-2_PPP4R1,49.369
P0A6W9_gshA,49.37
O95486_SEC24A,49.371
Q8BWY3_Etf1,49.373
P0A9T4_tas,49.373
Q80UN9_Trit1,49.373
G8JLB3_PUS1,49.374
Q6PAV2_Herc4,49.375
A0A0R4J1I6_Nup210,49.376
J3KNB8_MAP3K4,49.376
Q9D1C8_Vps28,49.379
Q9HCC0_MCCC2,49.38
B2RXC6_Polr3a,49.381
Q63829_Commd3,49.381
Q3UJF5_Top3b,49.382
P40763_STAT3,49.382
B2WTI3_JMJD6,49.383
Q9H410_DSN1,49.383
Q8VE88_Fam114a2,49.383
Q99K51_Pls3,49.384
Q6PFA1_Rabggtb,49.385
D3Z3Y5_Sh2b3,49.386
B7Z367_ZNF346,49.388
Q8IWV7_UBR1,49.388
Q8NBX0_SCCPDH,49.388
E9PKG1_PRMT1,49.39
S4R1W5_Rbm6,49.39
Q3TZH7_Tal1,49.391
A0A171KXD3_Prmt1,49.392
P57088_TMEM33,49.392
Q80UU9_Pgrmc2,49.393
Q9BVC3_DSCC1,49.394
Q9JI39_Abcb10,49.395
Q9CPP6_Ndufa5,49.396
Q7TQD5_Cpt1a,49.396
Q9BSV6_TSEN34,49.397
O60341_KDM1A,49.398
Q9WTR1_Trpv2,49.399
Q96RY7_IFT140,49.4
B4DL54_CHURC1-FNTB,49.4
Q6ZQH8_Nup188,49.401
D3Z1F7_4833439L19Rik,49.403
P18196_minC,49.404
Q9R1T2_Sae1,49.407
Q9Y535_POLR3H,49.407
Q9BUB4_ADAT1,49.407
Q6P5F9_Xpo1,49.409
Q9UBB9_TFIP11,49.41
O60447_EVI5,49.411
P42632_tdcE,49.413
O00571_DDX3X,49.414
Q6GQT9_Nomo1,49.414
Q61249_Igbp1,49.414
Q6PK81-2_ZNF773,49.414
Q86VU3_MAP4K2,49.42
D3YWT0_Sec11a,49.421
Q92562_FIG4,49.421
Q14AZ9_Zadh2,49.422
Q9EPJ9_Arfgap1,49.423
Q99P30_Nudt7,49.423
Q91YJ3_Thyn1,49.423
Q91VW5_Golga4,49.424
Q91W18_Tdrd3,49.425
Q12904_AIMP1,49.425
P07118_valS,49.425
Q8K2W7_Slbp,49.426
Q9D2C2_Saal1,49.426
Q9EPB5_Serhl,49.427
B2RRH9_Gmps,49.428
B4DS76_MAP3K11,49.429
Q9DCT2_Ndufs3,49.429
Q52KC0_Ubr7,49.429
P23258_TUBG1,49.43
P11274_BCR,49.431
A0A0A0MQM0_Eif5a,49.431
Q0VF92_Sdhaf3,49.431
P04995_sbcB,49.432
Q4FK14_Tram1,49.433
P0AG14_sohB,49.433
Q9UID3_VPS51,49.433
A2AJ72_Fubp3,49.435
O35942_Nek2,49.435
P47199_Cryz,49.435
Q8BH65_Dennd6a,49.437
Q8BWP8_B4gat1,49.438
Q9D0L4_Adck1,49.438
Q8WUM4_PDCD6IP,49.439
Q91X52_Dcxr,49.44
Q9CZV8_Fbxl20,49.441
Q96KB5_PBK,49.441
Q6ZS11_RINL,49.442
Q8C3Q9_Casp9,49.444
Q8BPX9_Slc15a3,49.444
P15770_aroE,49.444
O08529_Capn2,49.444
Q7KZ85_SUPT6H,49.445
G3UVV4_Hk1,49.447
Q96EP0_RNF31,49.447
P60472_ispU,49.449
Q6ZQJ5_Dna2,49.451
Q14683_SMC1A,49.451
Q8IUR0_TRAPPC5,49.451
A0A0A0MQM6_Pou2f1,49.451
Q9CX34_Sugt1,49.451
O14579_COPE,49.452
Q9NRY4_ARHGAP35,49.453
Q57261_truD,49.453
Q8WTY4_Ciapin1,49.456
Q9NV31_IMP3,49.457
O08912_Galnt1,49.458
Q8NEB9_PIK3C3,49.459
Q09161_NCBP1,49.459
P35232_PHB,49.46
P0AEK2_fabG,49.46
Q9DCH4_Eif3f,49.462
Q16512_PKN1,49.464
Q9Y4P8-3_WIPI2,49.466
B7Z1I8_E2F6,49.466
P49841_GSK3B,49.468
A0A0R4J0Z1_Pdia4,49.468
O35218_Cpsf2,49.47
Q9NYY8-2_FASTKD2,49.47
M0QWF6_D1Ertd622e,49.47
P48729_CSNK1A1,49.471
Q8VIM9_Irgq,49.471
P25718_malS,49.472
O75427_LRCH4,49.476
Q6PR54_Rif1,49.477
Q9UNF0-2_PACSIN2,49.477
Q96PU5-6_NEDD4L,49.477
Q9Y383_LUC7L2,49.477
P0AEM6_fliA,49.482
P0CE48_tufB,49.483
Q5ND52_Mrm3,49.483
Q9CPU4_Mgst3,49.483
P21964-2_COMT,49.485
Q922U1_Prpf3,49.486
P48553_TRAPPC10,49.486
Q3U049_Fez2,49.486
Q14790-9_CASP8,49.489
Q8N1G2_FTSJD2,49.49
H0Y9S9_PPIP5K2,49.49
Q6AZZ1_TRIM68,49.491
Q5JSL3_DOCK11,49.492
Q15172_PPP2R5A,49.494
Q9D8Y7_Tnfaip8l2,49.494
P54731_Faf1,49.494
P08373_murB,49.495
Q3UKG7_Tfeb,49.496
Q86TV6_TTC7B,49.496
A0A0A6YY64_Pfkfb3,49.497
P52948-5_NUP98,49.498
P05141_SLC25A5,49.499
Q8CGA3_Slc43a2,49.499
Q8C6M1_Usp20,49.499
Q8N5K1_CISD2,49.499
Q9CPN9_2210010C04Rik,49.507
G5E8J9_Scyl2,49.508
Q9UBK8-2_MTRR,49.51
Q14697_GANAB,49.511
O95487-2_SEC24B,49.511
Q8BRN9_Cc2d1b,49.513
Q8VDS4_Rprd1a,49.514
Q571C7_Bdp1,49.516
P0C018_rplR,49.516
Q9Y5A7-2_NUB1,49.518
D3Z5I9_Rbm33,49.518
